transaction_id,transaction_date,year,quarter,month,month_name,customer_id,branch,customer_segment,product_category,product_name,membership_plan,sales_channel,payment_method,campaign,quantity,unit_price_gbp,discount_pct,gross_revenue_gbp,discount_amount_gbp,net_revenue_gbp,estimated_cost_gbp,profit_gbp,is_recurring_payment
TXN-062CC4211D3B4B39B6749803F3442AF7,2015-01-14,2015,Q1,1,January,CUST-B9A68A5879444DF9BADBCCE4F54B9B42,Riverside,Senior,Supplement,Energy Drink,Not Applicable,Corporate Partner,Card,New Year Campaign,1,3.54,0.15,3.54,0.53,3.01,2.89,0.12,False
TXN-189BE3634D074311B34B940A7C0EB55D,2015-01-14,2015,Q1,1,January,CUST-B8F5C579B9C0493AB44F319A3BD4CD8E,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Direct Debit,New Year Campaign,1,45.64,0.1,45.64,4.56,41.08,14.34,26.74,True
TXN-32D81D493A2246C8BD362C6255349FC9,2015-01-14,2015,Q1,1,January,CUST-3A1577CECA75414AB2909EB49FE3FA19,Northside,Student,Membership,Student Membership,Student Monthly,Website,Direct Debit,Referral Programme,1,31.03,0.05,31.03,1.55,29.48,10.53,18.95,True
TXN-412E7724315F4406BF25C13826EAF7E4,2015-01-15,2015,Q1,1,January,CUST-D7C5E076312A472F8857D682249F3DEA,Riverside,Senior,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,44.76,0.1,44.76,4.48,40.28,14.13,26.15,True
TXN-6BEB1FF1A3274E48A4C259A7B0F648C4,2015-01-15,2015,Q1,1,January,CUST-282EA99D64824E149B9AFA86AD2395D7,Riverside,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Telephone,Bank Transfer,Referral Programme,1,45.67,0.05,45.67,2.28,43.39,14.65,28.74,False
TXN-DD7D21153D8A4272A75D6A48D1F08457,2015-01-15,2015,Q1,1,January,CUST-4B44DE37461B480A83A2DF8D5B9D828C,City Centre,Senior,Membership,Monthly Basic Membership,Basic Monthly,Mobile App,Digital Wallet,New Year Campaign,1,46.36,0.15,46.36,6.95,39.41,15.01,24.4,True
TXN-EFB5830475EC463883927D4C03481E0E,2015-01-18,2015,Q1,1,January,CUST-24FBB37772BA4820807528EBDF72CF83,City Centre,Senior,Membership,Annual Premium Membership,Premium Annual,Front Desk,Card,New Year Campaign,1,679.39,0.15,679.39,101.91,577.48,186.73,390.75,False
TXN-5C0F6415FFF746D49EC97FD9032002DC,2015-01-19,2015,Q1,1,January,CUST-6CCD18825D3149559069725CBB65177D,Riverside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,45.9,0.1,45.9,4.59,41.31,14.77,26.54,True
TXN-305041B6A3D14DA1A6A89A1F6012F589,2015-01-20,2015,Q1,1,January,CUST-2D46888687EB49E6870453F254BF18BF,Riverside,Young Professional,Personal Training,10-Session Personal Training Package,Not Applicable,Website,Card,New Year Campaign,1,353.82,0.1,353.82,35.38,318.44,134.32,184.12,False
TXN-953295AED25B40079E124600311FF83A,2015-01-20,2015,Q1,1,January,CUST-742121932EC847A0AF6938C6DA9FD867,City Centre,Corporate,Group Class,HIIT Class,Not Applicable,Front Desk,Card,Referral Programme,1,15.39,0.05,15.39,0.77,14.62,10.4,4.22,False
TXN-966C59B1833C41D3B45A45105E4B86EB,2015-01-20,2015,Q1,1,January,CUST-34A0EFCDE9CB46B291498A58D8EA0AB8,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,New Year Campaign,1,32.36,0.1,32.36,3.24,29.12,10.94,18.18,True
TXN-ADD214DD090A43639D7B3957EF5D0006,2015-01-20,2015,Q1,1,January,CUST-3DA69A1FFB4D4B88B8BA04862FA40F6E,Riverside,General,Supplement,Energy Drink,Not Applicable,Front Desk,Card,New Year Campaign,2,3.43,0.15,6.86,1.03,5.83,5.6,0.23,False
TXN-23C3E60933E84510A262E0DF609EBB6E,2015-01-21,2015,Q1,1,January,CUST-0534160096E349F897764AFA84FBFFE7,City Centre,Senior,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,Referral Programme,1,44.12,0.05,44.12,2.21,41.91,22.42,19.49,False
TXN-4A22E3180F924848AC3E401F0D755046,2015-01-21,2015,Q1,1,January,CUST-1CD1A5E25EFE445886E505B45C9F0FB4,Northside,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Direct Debit,New Year Campaign,1,40.02,0.1,40.02,4.0,36.02,20.58,15.44,False
TXN-5DF96CFDE2764329ACFDB12C1D8C4A35,2015-01-21,2015,Q1,1,January,CUST-3F6DB8BEFFE144328507F539F53AF1D9,Northside,Corporate,Group Class,Spin Class,Not Applicable,Corporate Partner,Card,New Year Campaign,2,13.74,0.2,27.48,5.5,21.98,13.82,8.16,False
TXN-6AB025065B2947ED984105641B151979,2015-01-22,2015,Q1,1,January,CUST-AA91C71D7DB84C40AC8874EB92018FB8,Northside,Family,Group Class,Spin Class,Not Applicable,Front Desk,Cash,New Year Campaign,1,13.47,0.1,13.47,1.35,12.12,9.04,3.08,False
TXN-DCAA8F7E43814BFD8D0334EE7B5E5CD8,2015-01-22,2015,Q1,1,January,CUST-989182DD866E493587ACF8F9C9069E06,City Centre,General,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,New Year Campaign,1,67.83,0.15,67.83,10.17,57.66,22.69,34.97,True
TXN-6F825959979743FCB174E77D4FD53202,2015-01-26,2015,Q1,1,January,CUST-7A45CBAE36C247BA9E236545895293A8,City Centre,General,Membership,Student Membership,Student Monthly,Front Desk,Cash,New Year Campaign,1,32.91,0.1,32.91,3.29,29.62,11.2,18.42,True
TXN-BD5F51C30B5A457BA88E55CD2DBE1809,2015-01-27,2015,Q1,1,January,CUST-DEF041E907604B52962DC8A95E1C341B,City Centre,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,46.45,0.15,46.45,6.97,39.48,15.43,24.05,True
TXN-CEF5D0C630CF421A9EDC6C3D6440C587,2015-01-27,2015,Q1,1,January,CUST-9A7F66F7FB7444E69338E91DE7ACF388,Northside,Young Professional,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Referral Programme,1,43.45,0.05,43.45,2.17,41.28,14.13,27.15,True
TXN-CF611F6F7E174A4C9837E37189687190,2015-01-27,2015,Q1,1,January,CUST-D1E017CD99D5455BB1864C6657EB5F68,Northside,Family,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,New Year Campaign,1,29.21,0.1,29.21,2.92,26.29,7.15,19.14,False
TXN-49FF17B1D3DB4AD5B6B219DBA8882DFF,2015-01-28,2015,Q1,1,January,CUST-4502B0C6874C43078E1800CC45D30A6D,City Centre,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,New Year Campaign,1,46.8,0.15,46.8,7.02,39.78,15.3,24.48,True
TXN-FC2CF59709C74D29BA4530CEE7487E1B,2015-01-28,2015,Q1,1,January,CUST-54010F2927A648FA888BD810674E3204,City Centre,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,New Year Campaign,1,66.87,0.2,66.87,13.37,53.5,22.98,30.52,True
TXN-1CA6E4EAE09642F492ABB8D621FE070D,2015-01-29,2015,Q1,1,January,CUST-15C3687127E34F4E8BE26A13E3BDD98F,Riverside,Family,Group Class,Yoga Class,Not Applicable,Corporate Partner,Card,New Year Campaign,1,12.23,0.15,12.23,1.83,10.4,8.76,1.64,False
TXN-E863BE48AF994AF7B3993B3E5B217B4F,2015-01-29,2015,Q1,1,January,CUST-9814936FC7D2433CB4EDAD73FD9A5540,City Centre,Family,Joining Fee,Joining Fee,Not Applicable,Front Desk,Cash,No Campaign,1,30.88,0.0,30.88,0.0,30.88,7.92,22.96,False
TXN-B7C053C73D6C44DF90098B02B254AC63,2015-01-30,2015,Q1,1,January,CUST-71FE0575B36648B19612788EBB4E55AB,Riverside,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,Referral Programme,1,45.16,0.1,45.16,4.52,40.64,14.59,26.05,False
TXN-E11E7059CBDC4148B30A3AF2D222A8F7,2015-01-30,2015,Q1,1,January,CUST-8669C691677C43B4BE13CE9D9157A979,Riverside,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Cash,Referral Programme,1,44.18,0.08,44.18,3.53,40.65,14.02,26.63,True
TXN-8697CEF0F6EB4D4EBFE3FE5B899CABCA,2015-01-31,2015,Q1,1,January,CUST-1993DDB7B2CD4AF3A7CBD57783346419,Riverside,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Card,No Campaign,1,12.18,0.0,12.18,0.0,12.18,8.76,3.42,False
TXN-F678A74022684A85A9154C85FB3B568A,2015-01-31,2015,Q1,1,January,CUST-2DA07D3A9F4248E7A39CC0764452B62F,City Centre,Senior,Merchandise,Gym T-Shirt,Not Applicable,Front Desk,Card,No Campaign,2,22.65,0.0,45.3,0.0,45.3,30.19,15.11,False
TXN-E902F73294E444AD875678AC110B115D,2015-02-02,2015,Q1,2,February,CUST-1546397A4CDE4137A8CA1C8A50B0F6C8,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Bank Transfer,No Campaign,1,65.53,0.05,65.53,3.28,62.25,22.05,40.2,True
TXN-F01B4EA289C7466A9AA83BA9673B48C2,2015-02-02,2015,Q1,2,February,CUST-91C43B4DD2C9411BA77242B84A073A25,Riverside,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Corporate Partner,Card,No Campaign,1,42.63,0.0,42.63,0.0,42.63,21.14,21.49,False
TXN-B031AF4239434FDC816B0BFA685A68AE,2015-02-03,2015,Q1,2,February,CUST-E2DA79124F054751B93041FBF4D10BC1,City Centre,General,Personal Training,10-Session Personal Training Package,Not Applicable,Mobile App,Card,No Campaign,1,365.96,0.03,365.96,10.98,354.98,140.62,214.36,False
TXN-FB5DF50C0EFE4585848D54F97D6351DC,2015-02-03,2015,Q1,2,February,CUST-4230FED615E544F39D170A1304A59E1E,Riverside,Young Professional,Group Class,Yoga Class,Not Applicable,Front Desk,Card,No Campaign,1,11.81,0.0,11.81,0.0,11.81,8.38,3.43,False
TXN-AC1C545FCFA6476EB0E2A405E48F51AD,2015-02-04,2015,Q1,2,February,CUST-55E36B866622493C94F17330D4CAA576,Northside,General,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,Referral Programme,1,62.34,0.1,62.34,6.23,56.11,20.99,35.12,True
TXN-3102844BE8B14F53BF82C9A35CC3267F,2015-02-05,2015,Q1,2,February,CUST-6735EA7FFF5643B79637219518BB7896,City Centre,General,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Card,Referral Programme,1,43.26,0.05,43.26,2.16,41.1,22.66,18.44,False
TXN-4A9B51C911D54669BC8583900D6AC04F,2015-02-05,2015,Q1,2,February,CUST-C4E71D7FFA124B3BA4D0775DC7A588D3,Riverside,Student,Personal Training,10-Session Personal Training Package,Not Applicable,Front Desk,Cash,No Campaign,1,366.88,0.0,366.88,0.0,366.88,146.73,220.15,False
TXN-A0689182211C42A8BD6300C1EBFDA090,2015-02-05,2015,Q1,2,February,CUST-C9928310519E48EFB5588DA51E5072E4,City Centre,General,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,43.94,0.03,43.94,1.32,42.62,22.79,19.83,False
TXN-F15D583B992B4136AD1BF165949AEC00,2015-02-05,2015,Q1,2,February,CUST-2CC867FAD7394773A8BAC2CF5F4DA671,Riverside,Senior,Group Class,Yoga Class,Not Applicable,Front Desk,Card,No Campaign,3,12.21,0.0,36.63,0.0,36.63,17.02,19.61,False
TXN-0EB85361A81242AFAB11D3594FD627B1,2015-02-06,2015,Q1,2,February,CUST-CD37D138E4334DB59709880DCEE2B7F4,City Centre,Student,Merchandise,Gym Bag,Not Applicable,Mobile App,Card,No Campaign,1,29.02,0.05,29.02,1.45,27.57,21.61,5.96,False
TXN-AA507B4ECFD24DC0B7E5E47EC350AA33,2015-02-06,2015,Q1,2,February,CUST-3AB519FF172C474AB77AC45366F6079A,Riverside,Corporate,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Bank Transfer,No Campaign,1,64.43,0.05,64.43,3.22,61.21,22.2,39.01,True
TXN-D92D6405DDF944D4A88E7AC1F303D4A2,2015-02-06,2015,Q1,2,February,CUST-45E6840C4543475989C09605E5D974DD,City Centre,Family,Membership,Monthly Premium Membership,Premium Monthly,Front Desk,Direct Debit,No Campaign,1,66.11,0.0,66.11,0.0,66.11,22.95,43.16,True
TXN-5D3C932F467C41CE9B72C3E22C82DB8B,2015-02-07,2015,Q1,2,February,CUST-932C7E67C42E466FA2471BD6ACDE8E34,City Centre,Senior,Membership,Annual Basic Membership,Basic Annual,Front Desk,Card,No Campaign,1,457.5,0.0,457.5,0.0,457.5,112.87,344.63,False
TXN-B69FAB03269749109E1004A82E29BE0E,2015-02-07,2015,Q1,2,February,CUST-E3EDE598FC7B4771A562170FE15E146F,Riverside,Student,Supplement,Energy Drink,Not Applicable,Website,Card,Referral Programme,1,3.46,0.08,3.46,0.28,3.18,3.05,0.13,False
TXN-1B7D1D9987384216ACD241152BFC1A90,2015-02-08,2015,Q1,2,February,CUST-4EB91D4137564FBDB1F30DB6E46E1A83,Northside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,No Campaign,1,62.71,0.05,62.71,3.14,59.57,20.91,38.66,True
TXN-4902CCD64BC5451DA35850D0E861867B,2015-02-08,2015,Q1,2,February,CUST-C2130A99235049C3A54CA9A9EE8DB02E,Northside,Student,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Cash,No Campaign,1,43.68,0.0,43.68,0.0,43.68,13.68,30.0,False
TXN-667C15F5448B47948CDDB7572CFA739D,2015-02-08,2015,Q1,2,February,CUST-825473C06BD24C169E9F85A8FB2A2C20,Riverside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Mobile App,Direct Debit,No Campaign,1,64.86,0.0,64.86,0.0,64.86,22.07,42.79,True
TXN-056138F6654F448CA6DCCDFCFF690580,2015-02-09,2015,Q1,2,February,CUST-9CAB1F7FEBCF4AF4BB80085148A5D116,Northside,Student,Membership,Monthly Basic Membership,Basic Monthly,Website,Card,No Campaign,1,44.5,0.0,44.5,0.0,44.5,14.28,30.22,True
TXN-0FDCCF4648BD496DA7EC42B888EC8D0E,2015-02-09,2015,Q1,2,February,CUST-B8F5283A278E4F05BE5F157B109AB6B9,Riverside,General,Group Class,HIIT Class,Not Applicable,Front Desk,Card,No Campaign,2,15.05,0.0,30.1,0.0,30.1,15.0,15.1,False
TXN-4A26997BE2934D1391F54E0E48169E42,2015-02-09,2015,Q1,2,February,CUST-34A0EFCDE9CB46B291498A58D8EA0AB8,City Centre,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,No Campaign,1,32.31,0.0,32.31,0.0,32.31,11.5,20.81,False
TXN-B192640342BD4914AEDF8A78F63B22FF,2015-02-09,2015,Q1,2,February,CUST-9E9128269D414496993049BCEE1CF2DE,City Centre,General,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,No Campaign,1,65.77,0.0,65.77,0.0,65.77,22.63,43.14,True
TXN-560466709A0F4B3BB3E1A3AD6379148C,2015-02-10,2015,Q1,2,February,CUST-18DBC80661884C22B6CB5E024B2184E6,Northside,Family,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,No Campaign,1,11.86,0.0,11.86,0.0,11.86,8.36,3.5,False
TXN-67189A7BFB5F469D99BAF62BF6C6F717,2015-02-10,2015,Q1,2,February,CUST-25B48207FCEF412591A5E8AD26E6C5A4,Northside,Young Professional,Membership,Monthly Premium Membership,Premium Monthly,Corporate Partner,Direct Debit,No Campaign,1,61.92,0.0,61.92,0.0,61.92,20.4,41.52,True
TXN-98AAE3F5420846A6AB7C7FD638548328,2015-02-10,2015,Q1,2,February,CUST-3838F7185C174BA7B11962B0E8F0DD73,City Centre,General,Personal Training,10-Session Personal Training Package,Not Applicable,Telephone,Cash,Referral Programme,1,377.64,0.05,377.64,18.88,358.76,152.54,206.22,False
TXN-585E5ADA43EF4C96838E6476E1B8DA5E,2015-02-12,2015,Q1,2,February,CUST-8C000533047B468198AB3DB9951FAF56,City Centre,Family,Membership,Monthly Premium Membership,Premium Monthly,Website,Direct Debit,No Campaign,1,66.25,0.0,66.25,0.0,66.25,22.66,43.59,True
TXN-874B01456A51457D89C523DF5ED47D96,2015-02-12,2015,Q1,2,February,CUST-899EDBEACAE345D3839BF43E69E33A0A,City Centre,Student,Group Class,Spin Class,Not Applicable,Corporate Partner,Card,Referral Programme,1,14.59,0.05,14.59,0.73,13.86,9.82,4.04,False
TXN-CB9A007D93AD47C3B4E2678276775C11,2015-02-12,2015,Q1,2,February,CUST-A035E2F2098E45C384DA593E58C08429,City Centre,Student,Group Class,Yoga Class,Not Applicable,Front Desk,Cash,No Campaign,1,12.12,0.0,12.12,0.0,12.12,9.05,3.07,False
TXN-420EADC0B8C04DFFB9425CDB11DBA4EC,2015-02-13,2015,Q1,2,February,CUST-62440F974901492CA6FCF2AD8AD23C61,Northside,Senior,Group Class,Yoga Class,Not Applicable,Front Desk,Card,Referral Programme,2,11.81,0.05,23.62,1.18,22.44,12.46,9.98,False
TXN-6B889A4C8C5848F396A5AACF3264DF45,2015-02-13,2015,Q1,2,February,CUST-0B8F57E1805C43B19BF7EE0CCAEA80FD,City Centre,Young Professional,Membership,Annual Basic Membership,Basic Annual,Telephone,,No Campaign,1,468.89,0.0,468.89,0.0,468.89,114.9,353.99,False
TXN-856734AF49A84CF48FCD044A113A8236,2015-02-13,2015,Q1,2,February,CUST-3F6DB8BEFFE144328507F539F53AF1D9,Riverside,Corporate,Supplement,Energy Drink,Not Applicable,Telephone,Card,Corporate Wellness,1,3.49,0.08,3.49,0.28,3.21,3.08,0.13,False
TXN-9D069FD0983F4A6A91F8C02C4BAA790C,2015-02-13,2015,Q1,2,February,CUST-D1F666522B3D4E7E85F398B301D20E23,City Centre,General,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Digital Wallet,No Campaign,1,45.46,0.0,45.46,0.0,45.46,15.21,30.25,True
TXN-0722C82822074CB1810C75F656F85DFD,2015-02-14,2015,Q1,2,February,CUST-F2B401C476924264863A633C3ACA8F14,Riverside,Corporate,Membership,Corporate Membership,Corporate Annual,Corporate Partner,Card,No Campaign,1,483.19,0.0,483.19,0.0,483.19,118.82,364.37,False
TXN-594C56A7906D44CE92E17BEE754FE382,2015-02-14,2015,Q1,2,February,CUST-6732A27607EF456AA388387D105716D5,Riverside,Senior,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Card,No Campaign,1,44.57,0.0,44.57,0.0,44.57,14.1,30.47,True
TXN-232ABA5F4B134A85936A2BC2069B4CD3,2015-02-16,2015,Q1,2,February,CUST-989182DD866E493587ACF8F9C9069E06,City Centre,General,Membership,Annual Basic Membership,Basic Annual,Front Desk,Card,No Campaign,1,465.71,0.0,465.71,0.0,465.71,115.54,350.17,False
TXN-C95169AEDEBA4E9A889785E820ECA624,2015-02-16,2015,Q1,2,February,CUST-F672916B0D514769A2F1B71D0787C57C,Riverside,Family,Personal Training,Single Personal Training Session,Not Applicable,Front Desk,Cash,No Campaign,1,41.46,0.0,41.46,0.0,41.46,21.58,19.88,False
TXN-E663E2A04D7244C6AA1239B5F97B62EC,2015-02-17,2015,Q1,2,February,CUST-06E680447F68438D89E5D6468031325F,City Centre,Family,Membership,Monthly Premium Membership,Premium Monthly,Telephone,Direct Debit,Referral Programme,1,67.52,0.05,67.52,3.38,64.14,23.39,40.75,True
TXN-66E7A3EE03FC4FE980D36D3646B44754,2015-02-19,2015,Q1,2,February,CUST-6DB07D5FD7B94D679C30BB6ED0626C6E,City Centre,Young Professional,Personal Training,Single Personal Training Session,Not Applicable,Mobile App,Direct Debit,No Campaign,1,42.73,0.05,42.73,2.14,40.59,21.89,18.7,False
TXN-667B29BB684E4874948724E68B223969,2015-02-20,2015,Q1,2,February,CUST-46D38077E2CC4242B688B6701759FBE9,City Centre,Corporate,Membership,Monthly Basic Membership,Basic Monthly,Front Desk,Direct Debit,Referral Programme,1,47.08,0.05,47.08,2.35,44.73,14.94,29.79,True
TXN-AB6AC1649A6D422EB27FA3EE7EF52111,2015-02-21,2015,Q1,2,February,CUST-9F8596A77EAE4E5E97E67D439C6279AF,Riverside,Student,Membership,Student Membership,Student Monthly,Front Desk,Card,No Campaign,1,32.26,0.0,32.26,0.0,32.26,11.05,21.21,False
TXN-C67F90A753E9495285FFC51A508EB07A,2015-02-21,2015,Q1,2,February,CUST-ABFAE28FC52648DB8388B1461FCEDB50,Northside,Student,Membership,Student Membership,Student Monthly,Front Desk,Direct Debit,No Campaign,1,30.88,0.0,30.88,0.0,30.88,10.6,20.28,True
TXN-84287089134D44D1B7C88492A713FBA6,2015-02-22,2015,Q1,2,February,CUST-780AD808AA474048BAFC1618AF94825C,City Centre,Student,Group Class,Spin Class,Not Applicable,Website,Card,Referral Programme,1,14.47,0.08,14.47,1.16,13.31,9.75,3.56,False
